Time(ms),Interval,Qx,Qy,Qz,Qw,Mx,My,Mz,Ax,Ay,Az,Rx,Ry,Rz,H1,P1,R1,H2,P2,R2,CalStable,MagTransient
0000979744,1,0.8019,0.3351,-0.2527,0.4252,-785,1313,-991,-1487,1075,-1035,0,10,0,26.4718,43.6445,134.8955,1,0
0000979765,1,0.8020,0.3353,-0.2525,0.4250,-785,1313,-991,-1459,1031,-1043,2,10,-7,26.5159,43.6321,134.9352,1,0
0000979786,1,0.8019,0.3357,-0.2524,0.4250,-782,1316,-994,-1439,1023,-1059,-10,8,-14,26.5841,43.6415,134.9639,1,0
0000979807,1,0.8016,0.3362,-0.2523,0.4252,-783,1314,-990,-1451,1067,-1055,-20,1,-12,26.6387,43.6633,134.9471,1,0
0000979828,1,0.8013,0.3365,-0.2523,0.4256,-785,1316,-991,-1467,1099,-1043,-11,-3,-4,26.6575,43.6881,134.9019,1,0
0000979849,1,0.8011,0.3365,-0.2523,0.4257,-787,1313,-991,-1463,1075,-1047,1,1,1,26.6587,43.6959,134.8812,1,0
0000979870,1,0.8012,0.3366,-0.2522,0.4256,-786,1315,-989,-1439,1051,-1055,1,7,1,26.6725,43.6796,134.8999,1,0
0000979891,1,0.8012,0.3366,-0.2521,0.4256,-786,1315,-989,-1423,1051,-1063,-5,3,0,26.6886,43.6703,134.9001,1,0
0000979912,1,0.8011,0.3367,-0.2519,0.4258,-787,1315,-988,-1427,1075,-1055,-11,1,4,26.6902,43.6602,134.8714,1,0
0000979933,1,0.8011,0.3366,-0.2517,0.4262,-781,1316,-989,-1451,1079,-1051,-10,-2,15,26.6557,43.6411,134.8053,1,0
0000979954,1,0.8012,0.3361,-0.2513,0.4266,-784,1316,-987,-1435,1063,-1055,-3,3,22,26.5878,43.5885,134.7259,1,0
0000979975,1,0.8014,0.3357,-0.2509,0.4268,-780,1319,-988,-1435,1051,-1051,-1,5,23,26.5333,43.5291,134.6829,1,0
0000979996,1,0.8015,0.3354,-0.2506,0.4270,-781,1321,-986,-1423,1031,-1047,-7,3,18,26.4877,43.4757,134.6327,1,0
0000980017,1,0.8015,0.3352,-0.2503,0.4273,-781,1321,-986,-1423,1023,-1055,-13,0,7,26.4524,43.4497,134.5744,1,0
0000980038,1,0.8013,0.3353,-0.2503,0.4276,-777,1319,-984,-1403,1003,-1059,-14,-2,-8,26.4579,43.4606,134.5347,1,0
0000980059,1,0.8008,0.3359,-0.2505,0.4279,-782,1322,-984,-1415,999,-1047,-21,-6,-29,26.5034,43.5207,134.5076,1,0
0000980080,1,0.7997,0.3375,-0.2512,0.4283,-787,1319,-981,-1387,987,-1035,-36,-15,-78,26.6759,43.7030,134.5128,1,0
0000980101,1,0.7981,0.3396,-0.2527,0.4288,-796,1319,-974,-1411,995,-1019,-43,-40,-117,26.8905,43.9943,134.5323,1,0
0000980122,1,0.7967,0.3405,-0.2559,0.4288,-813,1311,-968,-1427,1023,-991,-43,-60,-147,26.8861,44.4067,134.5706,1,0
0000980143,1,0.7942,0.3435,-0.2590,0.4292,-813,1311,-968,-1423,1043,-967,-42,-91,-186,27.1638,44.9269,134.6368,1,0
0000980164,1,0.7920,0.3449,-0.2640,0.4291,-834,1305,-951,-1443,1071,-951,-38,-116,-203,27.1777,45.5729,134.7017,1,0
