Frame Index,0x,0y,0z,0w,1x,1y,1z,1w,2x,2y,2z,2w,3x,3y,3z,3w,4x,4y,4z,4w,5x,5y,5z,5w,6x,6y,6z,6w,7x,7y,7z,7w,8x,8y,8z,8w,9x,9y,9z,9w,
49,0,0,0,0,0.1710205,-1.444458,2.941162,0,-0.2531738,0.1676025,1.717651,0,0.4862061,0.2124023,1.841064,0,-0.3135986,2.937622,2.735596,0,-0.5415039,-2.911011,1.669556,0,-0.2751465,1.612793,-0.713623,0,-0.1815186,1.553955,-0.1065674,0,-0.2143555,1.705811,-2.880005,0,0.0003662109,1.759521,-0.3410645,0,
50,0,0,0,0,0.1716309,-1.44397,2.939331,0,-0.2529297,0.1674805,1.719482,0,0.4862061,0.2124023,1.841064,0,-0.3143311,2.937134,2.734619,0,-0.5415039,-2.911011,1.669556,0,-0.2749023,1.612671,-0.7155762,0,-0.1813965,1.553955,-0.1071777,0,-0.2142334,1.706055,-2.880127,0,0.0003662109,1.759521,-0.3410645,0,
51,0,0,0,0,0.171875,-1.44397,2.938721,0,-0.2541504,0.1676025,1.721069,0,0.484375,0.2121582,1.84082,0,-0.3154297,2.936401,2.731934,0,-0.5410156,-2.912231,1.671875,0,-0.2746582,1.612549,-0.7164307,0,-0.1812744,1.554321,-0.1085205,0,-0.2142334,1.706055,-2.880127,0,0.0001220703,1.759277,-0.3426514,0,
52,0,0,0,0,0.1721191,-1.443848,2.938354,0,-0.2558594,0.1676025,1.716431,0,0.4849854,0.2124023,1.841187,0,-0.3162842,2.936035,2.732056,0,-0.541748,-2.912964,1.67334,0,-0.2745361,1.612305,-0.717041,0,-0.1813965,1.554077,-0.1085205,0,-0.2143555,1.705688,-2.880249,0,0.0001220703,1.759033,-0.3433838,0,
53,0,0,0,0,0.1728516,-1.443481,2.937622,0,-0.2556152,0.1679688,1.716919,0,0.4853516,0.2130127,1.841309,0,-0.3173828,2.934692,2.734497,0,-0.5428467,-2.914185,1.675293,0,-0.2746582,1.612183,-0.7174072,0,-0.1813965,1.554077,-0.1085205,0,-0.2145996,1.705566,-2.880371,0,0,1.758667,-0.3433838,0,
54,0,0,0,0,0.1732178,-1.443359,2.937378,0,-0.2556152,0.1679688,1.716919,0,0.4844971,0.2138672,1.841675,0,-0.3178711,2.934448,2.733887,0,-0.5438232,-2.914673,1.676025,0,-0.2746582,1.612183,-0.7174072,0,-0.1813965,1.554077,-0.1085205,0,-0.2143555,1.706055,-2.880493,0,-0.0001220703,1.758911,-0.3430176,0,
55,0,0,0,0,0.173584,-1.443359,2.937134,0,-0.2556152,0.1679688,1.716919,0,0.4832764,0.2138672,1.842041,0,-0.3190918,2.93335,2.732788,0,-0.5438232,-2.914673,1.676025,0,-0.274292,1.612305,-0.7174072,0,-0.1812744,1.554077,-0.1086426,0,-0.2143555,1.706055,-2.880493,0,0,1.758667,-0.3435059,0,
56,0,0,0,0,0.1746826,-1.443359,2.935791,0,-0.255249,0.1679688,1.718506,0,0.4830322,0.2141113,1.842285,0,-0.3198242,2.932739,2.731934,0,-0.545166,-2.915039,1.675537,0,-0.2744141,1.612549,-0.7174072,0,-0.1812744,1.554077,-0.1086426,0,-0.2143555,1.706299,-2.880493,0,0,1.758789,-0.3435059,0,
57,0,0,0,0,0.1746826,-1.443359,2.935791,0,-0.2558594,0.1682129,1.719727,0,0.4815674,0.2131348,1.841797,0,-0.3201904,2.932983,2.72937,0,-0.5456543,-2.916138,1.674927,0,-0.2741699,1.612671,-0.7175293,0,-0.1815186,1.553955,-0.1086426,0,-0.213501,1.705322,-2.879639,0,0.0006103516,1.758301,-0.3439941,0,
58,0,0,0,0,0.1757813,-1.444214,2.932007,0,-0.2576904,0.1682129,1.720825,0,0.4794922,0.211792,1.829346,0,-0.3201904,2.932983,2.72937,0,-0.5455322,-2.916748,1.675537,0,-0.2736816,1.612549,-0.7176514,0,-0.1816406,1.553955,-0.1085205,0,-0.2138672,1.705444,-2.878906,0,0.0004882813,1.758179,-0.342041,0,
59,0,0,0,0,0.1757813,-1.444214,2.932007,0,-0.2597656,0.168335,1.724731,0,0.4777832,0.2110596,1.828491,0,-0.3206787,2.933105,2.728516,0,-0.5455322,-2.916748,1.675537,0,-0.2735596,1.612427,-0.7181396,0,-0.1817627,1.554077,-0.1085205,0,-0.2138672,1.705811,-2.878906,0,0.0003662109,1.758301,-0.3416748,0,
60,0,0,0,0,0.1757813,-1.444214,2.932007,0,-0.2593994,0.1682129,1.725342,0,0.4735107,0.2094727,1.821045,0,-0.3214111,2.933228,2.727417,0,-0.5461426,-2.917114,1.669434,0,-0.2734375,1.612671,-0.7181396,0,-0.1815186,1.553833,-0.107666,0,-0.2137451,1.706177,-2.879028,0,0.0003662109,1.758301,-0.3416748,0,
