Frame Index,TPose Value,Timestamp,Trunk LatBend R/L,Trunk F/E,Trunk Rot R/L,RShould F/E,LShould F/E,RShould Add/Abd,LShould Add/Abd,RHip F/E,LHip F/E,RHip Add/Abd,LHip Add/Abd,RHip Int/Ext Rot,LHip Int/Ext Rot,LElbow F/E,RElbow F/E,RKnee F/E,LKnee F/E
38015,0,2483.011,63.96225,72.75514,28.56974,59.36105,64.83972,17.89289,61.1309,152.966,89.63245,152.966,66.2264,18.72905,19.88239,52.32391,22.7096,40.87552,14.51855
38016,0,2483.048,64.19985,73.11951,28.17097,60.03195,66.12131,18.14811,62.99166,154.2821,90.0388,154.2821,93.71873,18.4785,20.00555,56.15111,21.49979,42.07935,14.9149
38017,0,2483.071,64.75168,73.65076,28.04539,60.87095,67.14333,18.61392,64.92405,154.6839,90.55157,154.6839,120.6188,18.42352,19.6367,59.96375,20.39539,43.02766,15.32986
38018,0,2483.098,65.26495,74.05215,28.05979,61.488,67.48064,18.83915,66.0817,154.984,91.11474,154.984,133.1109,18.44333,19.01042,63.19306,19.98718,43.68699,15.95647
38019,0,2483.123,65.45621,74.20721,28.05477,61.93205,67.66851,19.13957,66.60259,155.2572,91.74641,155.2572,147.4123,18.37007,18.61591,64.93113,19.86395,44.03132,16.48235
38020,0,2483.148,65.28127,74.12784,28.00924,62.18616,67.80678,19.87387,66.89388,155.563,91.90212,155.563,148.5611,18.19141,18.63124,65.14816,20.01246,44.07149,16.7748
38021,0,2483.171,65.02563,73.91825,28.08024,62.39291,67.68884,20.69537,66.75585,155.7679,91.6653,155.7679,142.2243,18.26649,18.81635,63.33081,19.97267,43.90044,16.79046
38022,0,2483.191,64.74734,73.62893,28.25654,62.63882,67.24059,20.93281,66.16196,155.6979,91.12771,155.6979,125.8859,18.63684,18.91328,60.75249,19.93821,43.484,16.60167
38023,0,2483.211,64.48421,73.31222,28.4964,62.82287,66.45099,19.60455,64.92044,155.2828,90.25253,155.2828,97.20372,19.19022,18.40959,56.94846,19.59595,42.86393,16.20035
38024,0,2483.233,64.19425,72.96976,28.74135,62.49773,65.66388,17.51826,63.68356,154.6322,89.41727,154.6322,76.54996,19.72423,17.90759,55.32664,19.53382,41.96155,15.8211
38025,0,2483.256,63.81119,72.48952,29.09998,61.42859,64.75874,14.76319,62.40648,153.4743,88.60199,153.4743,64.99324,20.08649,17.55615,53.54506,19.90122,40.95133,15.56306
38026,0,2483.279,63.50902,72.05811,29.46357,60.07026,63.93208,11.58633,61.13979,152.2261,87.80246,152.2261,57.48351,20.39235,17.36099,51.60523,20.67148,40.08464,15.26696
38027,0,2483.302,63.277,71.75943,29.68573,58.11995,63.346,7.584445,60.23139,151.3934,87.12058,151.3934,51.92213,20.834,17.40793,50.15257,22.07469,38.98553,14.92519
38028,0,2483.328,63.09518,71.46985,29.94678,56.36513,62.77351,4.35676,58.85476,150.3743,86.43632,150.3743,46.96202,21.21651,17.59665,47.13435,24.44056,37.87498,14.52489
38029,0,2483.351,62.99111,71.2187,30.24745,55.07979,62.16988,2.276839,57.60557,149.1113,85.64065,149.1113,40.90664,21.47755,17.76872,44.4705,26.95315,37.09718,13.88842
38030,0,2483.374,63.07075,70.94115,30.83857,53.78367,61.29645,0.4722982,56.43512,147.0837,84.85709,147.0837,37.40326,21.65739,17.87131,41.52925,29.47235,36.18826,13.24949
38031,0,2483.398,63.19181,70.67984,31.43939,52.73526,60.44763,-1.153688,55.30577,145.0258,84.17557,145.0258,34.89155,21.78052,17.98466,38.86146,31.90833,35.47215,12.65103
38032,0,2483.423,63.28636,70.38756,32.02558,51.96043,59.68029,-2.067154,54.13001,142.8559,83.59277,142.8559,33.04564,21.65941,18.17094,36.88216,34.17959,34.33921,12.13957
38033,0,2483.448,63.31475,70.05479,32.56414,51.33578,59.04091,-2.369264,53.05757,140.6922,83.16286,140.6922,32.46078,21.56113,18.46689,35.21519,36.55627,33.26855,11.90898
38034,0,2483.471,63.31717,69.55978,33.2408,50.71545,58.32305,-2.640639,51.79944,138.6352,82.6727,138.6352,31.2664,21.74863,18.70094,33.94131,38.49992,32.10202,11.65078
38035,0,2483.498,63.31495,69.06607,33.86766,50.50967,57.58828,-2.979993,50.56273,136.917,82.25327,136.917,29.83272,22.05891,18.94652,33.1103,40.26385,31.04913,11.4766
38036,0,2483.523,63.28476,68.5484,34.45094,50.55789,56.9907,-3.463171,49.40189,135.4079,81.81828,135.4079,27.85289,22.43629,19.27792,32.29705,42.10289,30.28418,11.42346
38037,0,2483.548,63.09955,67.87947,34.98874,50.64614,56.57064,-4.186661,48.52395,134.2784,81.19166,134.2784,25.16741,23.0719,19.90057,31.81091,43.03453,30.07465,11.48108
38038,0,2483.571,62.60523,66.78192,35.60849,50.27776,55.74411,-5.378843,47.3042,132.2148,80.28086,132.2148,22.03778,23.7095,20.46576,31.61043,43.29882,29.94893,11.75219
38039,0,2483.591,62.11399,65.88284,35.99481,49.58897,55.13295,-6.432578,46.48249,130.1398,79.64101,130.1398,20.71838,24.27977,20.89449,31.43953,44.20004,29.54452,12.27976
38040,0,2483.623,61.59066,65.10549,36.20883,47.83965,54.67648,-7.231313,45.87513,127.8707,79.17628,127.8707,20.2668,24.77908,21.16989,31.28239,46.1231,28.96079,12.81858
38041,0,2483.648,61.02375,64.37456,36.32915,45.87173,54.39441,-7.798377,45.34409,125.2074,78.81277,125.2074,19.47729,25.13501,21.39912,30.8341,48.40194,28.29412,13.17449
38042,0,2483.673,60.38505,63.6232,36.39259,43.90208,54.06659,-8.205256,44.79515,121.9443,78.31434,121.9443,18.20222,25.3913,21.72906,30.26666,50.65224,27.41933,13.4137
38043,0,2483.698,59.52972,62.54775,36.55848,41.76287,53.39643,-8.815858,43.92116,117.2671,77.41093,117.2671,16.5318,25.66913,22.10078,29.46958,53.20451,26.65956,13.49506
38044,0,2483.723,58.74693,61.54042,36.74057,39.94634,52.73903,-10.54118,42.94865,112.748,76.27949,112.748,14.54486,25.99409,22.28999,28.55186,55.1567,26.23825,13.30129
38045,0,2483.748,58.00615,60.54595,36.97324,38.64657,52.16923,-12.51591,41.72083,107.8128,75.1831,107.8128,13.41498,26.62825,22.34439,27.25369,55.5463,25.4803,13.16713
38046,0,2483.771,56.92912,58.89694,37.47573,37.23766,50.78582,-14.83357,40.20857,99.69054,73.61802,99.69054,12.44654,27.19257,22.29605,26.40772,53.65837,24.71391,13.04817
38047,0,2483.791,55.80058,57.22415,37.86402,35.80708,49.41942,-17.86018,38.67754,90.82161,72.04813,90.82161,11.11037,27.66177,22.19868,25.56566,50.27147,23.95611,12.83249
38048,0,2483.823,54.58852,55.52512,38.12835,34.18465,48.04389,-20.12246,37.19527,80.90857,70.37783,80.90857,8.990294,28.21907,22.20685,24.65194,45.66682,22.97384,12.36263
38049,0,2483.848,53.30013,53.81118,38.29795,32.58511,46.73713,-21.82374,35.45806,71.34092,68.66647,71.34092,7.20198,28.69881,22.25298,23.30464,37.22898,22.10624,11.91228
38050,0,2483.871,51.83335,51.77117,38.57644,31.04472,45.14241,-23.23334,33.57499,61.81355,66.66663,61.81355,5.834286,29.06384,22.31946,21.96935,17.65619,21.37919,11.57139
38051,0,2483.898,50.64308,50.06252,38.81807,30.19015,44.01693,-25.13598,31.51571,54.49797,64.8703,54.49797,4.612483,29.36633,22.39403,20.25071,23.40644,20.71156,11.162
38052,0,2483.923,49.68136,48.64365,39.01538,29.40547,42.972,-26.75287,29.91592,48.63624,63.24499,48.63624,3.533079,29.69576,22.45561,19.0999,47.58075,20.03081,10.70342
38053,0,2483.948,48.86794,47.46475,39.13503,28.41187,42.11529,-27.75215,28.46459,43.12293,61.71574,43.12293,2.550599,30.20715,22.50844,17.96051,60.3317,19.27212,10.12681
38054,0,2483.971,48.0578,46.30179,39.20102,27.16633,41.28152,-28.19376,26.91723,38.31506,60.29126,38.31506,1.801571,30.63341,22.50696,16.72883,68.3272,18.65713,9.654574
38055,0,2483.991,47.3992,45.38552,39.18747,26.49128,40.63049,-28.39514,25.58121,34.3759,59.14488,34.3759,1.300707,30.9809,22.47404,15.78895,73.50885,18.21741,9.331151
38056,0,2484.023,46.88771,44.67034,39.13879,26.31987,40.17212,-28.42805,24.44694,31.00093,58.23331,31.00093,0.9885356,31.26456,22.41287,15.09478,80.39681,17.78212,9.416614
38057,0,2484.048,46.48989,44.13326,39.05949,26.55038,39.89177,-28.1479,23.52532,28.10428,57.44519,28.10428,0.8168523,31.58215,22.38483,14.65257,85.23581,17.34693,9.568093
38058,0,2484.071,46.18645,43.7608,38.90171,27.11725,39.79943,-27.59103,22.76887,25.86521,56.83002,25.86521,0.466462,31.86548,22.40082,14.33318,86.53347,17.02321,9.683589
38059,0,2484.091,45.97178,43.55164,38.69286,28.36045,39.79922,-26.25117,22.19932,24.26149,56.41727,24.26149,0.01978234,32.14352,22.44536,14.07483,86.14452,16.8789,9.751914
38060,0,2484.111,45.81577,43.43301,38.46354,29.56826,39.87564,-24.63841,21.7385,23.09786,56.17757,23.09786,-0.403483,32.37323,22.55605,13.89262,88.76011,16.80009,9.821969
38061,0,2484.133,45.79323,43.50475,38.16652,30.81991,41.39428,-22.6294,22.31096,22.0978,56.21869,22.0978,-0.8103587,32.50203,22.73819,13.6989,112.3755,16.8889,10.00532
38062,0,2484.156,45.84252,43.67365,37.87817,32.18409,42.74988,-20.10891,22.77084,21.55578,56.33853,21.55578,-1.237646,32.49361,22.86574,13.74113,173.8777,17.13471,10.14032
38063,0,2484.179,45.96908,43.99896,37.54283,34.12227,43.96033,-16.05379,23.24905,21.332,56.64376,21.332,-1.725671,32.43776,22.98654,13.88874,125.2532,17.44815,10.26765
38064,0,2484.202,46.05168,44.2323,37.29731,35.81822,44.8258,-12.00673,23.5916,21.90314,56.95127,21.90314,-2.167898,32.36328,23.17818,13.99463,111.3752,17.88732,10.27563
38065,0,2484.226,46.26554,44.68766,36.97908,37.3997,45.86201,-8.239023,24.10814,24.76043,57.57245,24.76043,-3.042596,32.15977,23.74232,14.33924,102.8202,18.80105,10.2511
38066,0,2484.252,46.54629,45.22606,36.62438,38.5363,46.88079,-4.89641,24.52681,27.92241,58.20258,27.92241,-4.038566,32.02684,24.32401,14.76137,96.6741,19.81445,10.12287
38067,0,2484.276,46.89835,45.97456,36.07384,39.20314,48.12628,-2.263735,24.9568,30.67148,58.87123,30.67148,-5.337444,31.908,24.64513,15.23989,89.83334,20.90464,9.995582
38068,0,2484.299,47.24931,46.77871,35.58083,39.84302,49.56492,-0.3363003,26.12186,33.85558,59.57873,33.85558,-6.228189,31.55461,24.66023,16.07241,83.26662,22.06403,9.849558
38069,0,2484.323,47.70905,47.61783,35.30677,39.976,51.07548,1.520714,27.77163,37.31923,60.46205,37.31923,-6.519147,31.30339,24.13943,17.07681,77.95513,22.97101,9.826733
38070,0,2484.348,48.42661,48.40778,35.51784,40.95362,52.26913,3.084896,29.41391,41.17752,61.35589,41.17752,-6.285095,31.03125,23.31387,17.73682,69.82863,23.57998,9.638208
38071,0,2484.371,49.12587,48.99156,35.91313,42.46448,53.14058,4.510236,30.77856,43.46415,62.21597,43.46415,-5.802823,30.8196,22.54593,18.16154,63.117,23.79808,9.665177
38072,0,2484.398,49.79386,49.41359,36.33629,43.89482,54.06636,5.24572,31.9244,43.63404,63.0219,43.63404,-5.349582,30.68988,22.0834,18.64706,57.64442,23.6652,9.869681
38073,0,2484.423,50.25571,49.6212,36.65734,44.62,54.82491,4.534578,32.70724,42.22052,63.31792,42.22052,-5.04201,30.59323,21.77164,19.13992,54.56665,23.21328,9.909688
38074,0,2484.448,50.51203,49.66158,36.94507,45.5135,55.41611,3.395114,33.41733,40.35469,63.29648,40.35469,-4.88768,30.49121,21.43803,19.62687,50.57009,22.54669,9.678553
38075,0,2484.476,50.57403,49.32715,37.46575,46.05248,55.45263,0.5736903,34.07992,38.94811,63.02331,38.94811,-4.449638,30.2417,21.09514,19.9979,45.53779,21.82187,9.429047
38076,0,2484.499,50.66794,48.99314,37.99932,46.40568,55.27832,-1.414024,34.58428,38.02294,62.89471,38.02294,-4.286743,30.04694,20.89896,20.18139,42.98841,21.00249,9.345315
38077,0,2484.523,50.80461,48.73206,38.51286,45.4088,54.99496,-4.692563,34.84841,37.72953,62.95064,37.72953,-4.500716,29.91162,21.07178,20.23916,42.9404,20.16478,9.393333
38078,0,2484.548,50.95466,48.41858,39.12433,44.31609,54.63364,-7.406448,34.87164,38.2495,62.84975,38.2495,-4.663923,29.8342,21.10208,20.26083,43.47134,19.60956,9.54419
38079,0,2484.571,51.07287,48.08672,39.70657,43.30892,54.25719,-9.413546,34.74315,38.78809,62.64286,38.78809,-4.756499,29.81168,21.05856,20.03482,43.61492,19.25988,9.5425
38080,0,2484.591,51.15296,47.73192,40.23304,42.51377,53.77777,-10.7302,34.51002,38.99668,62.4546,38.99668,-4.634472,29.85689,21.05818,19.64892,44.37215,19.03816,9.636209
38081,0,2484.611,51.18447,47.38169,40.67179,41.89922,53.16234,-11.37158,34.1488,39.07274,62.40702,39.07274,-4.052073,29.9684,21.2533,19.02347,47.28191,18.98792,9.94208
38082,0,2484.633,51.03868,47.03679,40.85884,41.65299,52.65283,-11.50172,33.76139,39.29888,62.29212,39.29888,-3.716257,29.9899,21.42142,18.49133,50.49222,19.16895,9.985503
38083,0,2484.656,50.88282,46.85388,40.87656,41.96156,52.2974,-11.10245,33.42464,40.40564,62.22128,40.40564,-3.493511,29.89247,21.53909,18.3345,54.07418,19.5328,9.92866
38084,0,2484.679,50.71597,46.82831,40.72812,43.30991,52.17153,-9.954179,33.26799,42.27899,62.20727,42.27899,-3.661051,29.71634,21.65494,18.22376,57.87465,20.10156,9.731427
38085,0,2484.704,50.54741,46.94172,40.43703,44.92233,52.16508,-8.63463,33.33768,45.63001,62.25122,45.63001,-4.178983,29.43329,21.83652,18.272,59.92624,21.02283,9.462549
38086,0,2484.727,50.42521,47.02449,40.22559,46.5042,52.12026,-6.952543,33.35663,48.86303,62.42674,48.86303,-4.55234,29.17903,22.37308,18.27484,60.58481,22.00628,9.357253
38087,0,2484.751,50.32751,47.25562,39.89361,47.70993,52.25411,-5.751934,33.44845,51.85598,62.69992,51.85598,-4.975593,28.93558,22.88716,18.25984,60.29147,22.93126,9.30411
38088,0,2484.774,50.25834,47.80538,39.2304,48.73896,52.72598,-4.153694,33.53041,54.50997,63.16171,54.50997,-5.838081,28.69019,23.28267,18.18103,60.31069,23.8381,9.416489
38089,0,2484.798,50.20742,48.3629,38.56885,49.20752,53.21661,-1.512326,33.52703,56.6629,63.63056,56.6629,-6.79174,28.51611,23.53851,17.96885,59.28059,24.55605,9.488315
38090,0,2484.823,50.22015,48.93552,38.00526,49.24824,53.769,0.5271187,33.71218,58.83712,64.02562,58.83712,-7.26917,28.24915,23.5771,17.87625,58.167,25.17955,9.758565
38091,0,2484.848,50.36786,49.5432,37.61922,49.10197,54.38062,2.288329,34.16472,61.03581,64.33749,61.03581,-7.312335,28.04633,23.4173,17.85725,57.21001,25.54784,9.959531
38092,0,2484.871,50.95678,50.19444,37.74733,49.47276,54.9783,3.415811,34.77676,63.44697,64.71152,63.44697,-7.023756,27.95776,23.09984,17.9901,55.7317,25.6322,10.08319
38093,0,2484.898,51.43501,50.56341,38.02249,51.04949,55.41456,4.387402,35.34488,64.01225,64.85932,64.01225,-6.57101,28.04315,22.73079,18.16558,48.9913,25.32749,10.14274
38094,0,2484.923,51.75598,50.70044,38.31633,52.20549,55.60347,5.114045,35.68295,61.70798,64.88053,61.70798,-6.153261,28.383,22.4032,18.25893,44.55752,24.63444,9.824331
38095,0,2484.948,51.89863,50.68704,38.50047,52.65704,55.87163,4.386197,35.93959,58.88175,64.81174,58.88175,-5.802823,28.62366,22.1864,18.51741,41.67024,23.98248,9.663468
38096,0,2484.971,51.7324,50.49074,38.66592,53.40431,55.97712,2.797504,36.43132,56.36731,64.54913,56.36731,-4.758064,28.77115,21.98639,18.81717,37.12105,23.29987,9.561723
38097,0,2484.991,51.45114,50.14822,38.87273,54.46107,55.95983,-2.10905,36.88938,53.9658,64.19888,53.9658,-3.663938,28.73041,21.7751,19.13096,29.05658,22.57841,9.472722
38098,0,2485.011,51.2149,49.76468,39.17836,54.64719,55.61688,-6.962439,37.10627,51.71309,64.01598,51.71309,-2.823205,28.61781,21.70908,19.18349,22.83438,21.85702,9.407885
38099,0,2485.048,51.11552,49.44921,39.54954,54.82225,55.10942,-10.27069,37.0305,49.1954,63.92233,49.1954,-2.234758,28.86845,21.80544,18.98505,18.47059,20.98776,9.343001
38100,0,2485.071,51.0493,49.19883,39.85466,54.36855,54.68972,-13.53425,36.75063,47.52504,63.79704,47.52504,-1.953945,29.17255,21.96088,18.52104,14.65097,20.34333,9.226308
38101,0,2485.091,51.06107,49.06253,40.16055,53.65741,54.29059,-16.13911,36.34283,47.14433,63.6699,47.14433,-1.68957,29.4398,22.14117,17.89451,11.2803,19.92906,9.115355
38102,0,2485.123,51.13557,49.0296,40.40254,52.99188,54.0693,-18.04376,35.96852,47.88161,63.52724,47.88161,-1.545604,29.67647,22.32649,17.18748,8.527975,19.85217,8.99663
38103,0,2485.148,51.2444,49.0593,40.57805,52.45026,53.70657,-18.33271,35.57428,49.17931,63.1981,49.17931,-1.396758,29.88512,22.51434,16.42011,8.042176,20.04412,8.829307
38104,0,2485.173,51.23103,49.0878,40.48277,52.196,53.37236,-18.09238,35.11467,50.4924,62.87131,50.4924,-1.742711,30.04688,22.65378,15.80011,9.171341,20.53989,8.698769
38105,0,2485.198,51.16633,49.26345,40.15342,52.29773,53.23033,-17.26585,34.81863,52.73915,62.70283,52.73915,-2.420912,30.10597,22.77174,15.41993,12.80757,21.54309,8.595805
38106,0,2485.223,51.08563,49.59663,39.63001,53.10705,53.35862,-15.09031,34.65367,57.27607,62.79713,57.27607,-3.623365,29.88202,22.96437,15.2087,19.61939,23.05976,8.310849
38107,0,2485.248,51.02363,50.03511,38.99391,54.21796,53.61723,-12.91307,34.6004,62.05425,63.08092,62.05425,-4.928713,29.528,23.27132,15.27028,25.18826,24.63894,8.009572
38108,0,2485.271,50.94362,50.72408,38.00401,55.55892,54.25299,-10.58195,34.6106,66.84221,63.60099,66.84221,-6.398193,29.02713,23.68169,15.42377,30.45564,26.11548,7.619786
38109,0,2485.302,50.84854,51.37619,37.04837,56.49209,54.94816,-6.336545,34.73536,72.16253,64.1652,72.16253,-7.451613,28.49982,23.96263,15.61011,35.24746,27.37004,7.256636
38110,0,2485.326,50.83573,52.0111,36.25647,56.35791,55.7285,-1.852663,35.11117,76.28694,64.78906,76.28694,-8.082524,28.21361,23.99577,16.1103,40.87515,28.25005,7.180399
38111,0,2485.349,51.08533,52.70909,35.78315,56.4748,56.63528,1.309105,35.79751,79.23311,65.44723,79.23311,-7.959466,28.17601,23.46741,16.52153,43.16402,28.60152,7.261257
38112,0,2485.373,51.38078,53.12263,35.69571,56.08506,57.25152,3.818135,36.49575,81.50275,65.92702,81.50275,-7.250252,28.14972,22.79974,16.83634,44.88692,28.87322,7.530384
38113,0,2485.398,51.63885,53.28057,35.87291,55.92188,57.66996,5.309174,37.24548,80.90629,66.3018,80.90629,-5.923079,28.26941,22.25023,17.21872,44.22707,28.71825,8.057005
38114,0,2485.423,51.77206,53.22989,36.12822,56.14161,57.97764,6.415118,37.88591,76.7998,66.53081,76.7998,-4.705029,28.29907,21.90559,17.63847,42.77546,27.98095,8.645134
38115,0,2485.448,51.7466,53.00742,36.32537,57.04705,58.29083,4.974569,38.35249,72.29816,66.38789,72.29816,-4.347084,28.29283,21.73112,18.14427,38.03489,27.18993,9.09373
38116,0,2485.471,51.53788,52.58654,36.52271,58.32127,58.36164,2.583235,38.59055,68.00051,65.89631,68.00051,-4.292085,28.18712,21.6239,18.53485,32.15529,26.41978,9.150318
38117,0,2485.498,51.19836,52.08985,36.62776,59.11619,58.27468,-2.320097,38.60484,64.54834,65.29227,64.54834,-4.348165,27.97501,21.509,18.8565,25.82888,25.7988,9.079977
38118,0,2485.526,50.8007,51.6025,36.66622,58.85037,58.06596,-8.492205,38.47972,63.37672,64.68699,63.37672,-4.257954,27.65085,21.16595,18.9649,20.18455,25.47653,9.04722
38119,0,2485.549,50.34289,51.09142,36.67108,58.5534,57.80772,-12.53655,38.38425,62.0496,64.15469,62.0496,-4.171994,27.35442,20.70932,19.08542,15.63494,25.23448,8.991999
38120,0,2485.573,49.85337,50.61037,36.63933,58.09327,57.3774,-16.32893,38.20272,60.86602,63.75794,60.86602,-4.028614,27.14673,20.27017,18.94204,10.96868,25.08183,8.786015
38121,0,2485.598,49.44883,50.25883,36.58374,56.5626,56.92353,-19.52792,37.9206,59.48165,63.52779,59.48165,-3.862141,26.94817,19.93582,18.72688,7.950039,24.98857,8.584076
38122,0,2485.623,49.10369,50.01374,36.47219,54.78064,56.37425,-21.38164,37.06943,56.63731,63.13231,56.63731,-3.666075,26.73495,19.60744,18.02536,7.102521,24.74153,8.28771
38123,0,2485.648,48.84401,49.83651,36.36994,53.3423,55.83972,-22.19382,35.81741,54.04041,62.7078,54.04041,-3.577576,26.50426,19.2309,17.02439,7.484825,24.68361,8.021132
38124,0,2485.671,48.64874,49.70057,36.28854,52.49377,55.45898,-22.29457,34.87471,51.83273,62.37387,51.83273,-3.437865,26.25037,18.86861,16.23196,8.725148,24.6064,7.925161
38125,0,2485.698,48.51731,49.61155,36.20704,51.69168,55.19264,-21.87775,34.17493,49.93267,62.17239,49.93267,-3.228527,26.03491,18.56238,15.68106,12.18117,24.49706,7.948508
38126,0,2485.723,48.41861,49.58479,36.08027,50.30188,55.07253,-20.7709,33.7083,48.42741,62.10227,48.42741,-3.053066,25.85483,18.2955,15.32827,22.2921,24.34968,8.127892
38127,0,2485.748,48.34735,49.58022,35.94188,49.05876,54.98717,-19.70973,33.38411,47.6023,62.13839,47.6023,-2.875078,25.68745,18.01437,15.23848,32.47605,24.27769,8.370131
38128,0,2485.771,48.32834,49.64989,35.80599,48.07183,55.06697,-18.61467,33.26317,47.78996,62.24608,47.78996,-2.948956,25.5163,17.73802,15.4181,41.65293,24.36092,8.48244
38129,0,2485.798,48.35711,49.69233,35.77053,47.18911,55.19861,-17.53798,33.28088,48.70318,62.40063,48.70318,-3.096613,25.37587,17.54248,15.68058,49.64782,24.47884,8.609048
38130,0,2485.823,48.39572,49.69667,35.79721,46.27983,55.28606,-15.99091,33.37697,50.32307,62.62019,50.32307,-3.293901,25.11494,17.40787,15.92573,58.2409,24.76618,8.783869
38131,0,2485.848,48.49184,49.71618,35.88922,45.67566,55.1971,-14.26689,33.58706,51.92972,63.05774,51.92972,-3.562659,24.88811,17.51355,16.01169,64.61832,24.98169,9.005033
38132,0,2485.876,48.79922,49.91694,36.06567,46.31058,55.2528,-11.64388,33.8414,55.20008,63.63028,55.20008,-3.657466,24.57898,17.72165,16.05264,64.90824,25.48709,9.19753
38133,0,2485.899,49.12901,50.16469,36.24428,46.86636,55.34863,-9.746952,34.17474,59.58247,64.14887,59.58247,-3.716574,24.27983,17.91728,16.0214,66.53568,26.17193,9.248326
38134,0,2485.923,49.45387,50.4506,36.3788,47.82241,55.49266,-7.985811,34.56741,63.15052,64.70905,63.15052,-4.291263,24.06761,18.30344,16.03859,66.17213,26.68995,8.958243
38135,0,2485.948,49.89383,50.98403,36.4241,49.20345,55.76656,-6.197927,35.23206,67.54939,65.43365,67.54939,-4.992535,23.9202,18.71632,16.07743,64.85175,27.16129,8.633561
38136,0,2485.971,50.31285,51.55602,36.40029,50.70871,56.118,-4.200578,35.89673,71.98354,66.15909,71.98354,-5.572427,23.79361,19.17345,16.07152,63.24386,27.53276,8.37358
38137,0,2485.991,50.67211,52.12241,36.28753,52.1426,56.53446,-1.649245,36.62015,76.33935,66.81862,76.33935,-5.865448,23.62169,19.56895,16.31606,61.86457,27.93389,8.218622
38138,0,2486.011,50.94331,52.63855,36.08898,53.3793,57.00328,0.5567266,37.45239,81.01597,67.36837,81.01597,-5.944716,23.36768,19.77429,16.75084,58.72918,28.45088,8.182613
38139,0,2486.048,51.13173,53.0933,35.85537,54.39856,57.50349,2.397106,38.46438,84.83453,67.86401,84.83453,-5.598567,23.22305,19.61198,17.42269,53.27164,28.77944,8.315172
38140,0,2486.071,51.29086,53.47185,35.69798,55.13324,57.92741,3.90941,39.32656,87.58006,68.29362,87.58006,-5.194483,23.16397,19.28699,17.90971,50.16241,28.84329,8.457887
38141,0,2486.091,51.55476,53.78009,35.763,55.70324,58.29686,4.935187,40.06387,89.22403,68.69404,89.22403,-4.801426,23.2562,18.96085,18.22018,46.56284,28.6301,8.620129
38142,0,2486.123,51.80116,53.89989,36.00411,56.34367,58.5541,4.747925,40.61881,88.03864,68.94437,88.03864,-4.47247,23.64435,18.76152,18.50678,44.07394,27.9887,8.747004
38143,0,2486.148,51.99763,53.74809,36.49391,56.21465,58.49294,3.810177,40.96315,85.3624,68.9596,85.3624,-3.720365,23.92377,18.67007,18.72637,43.40427,27.25846,8.87354
38144,0,2486.171,52.17603,53.57951,37.00992,56.1436,58.38212,2.103754,41.30163,82.73716,68.9292,82.73716,-2.698999,24.10159,18.7088,19.04562,41.77058,26.48556,9.026173
38145,0,2486.191,52.25943,53.29541,37.48799,56.42575,58.07444,0.2017412,41.40882,79.63651,68.76291,79.63651,-1.767465,24.15775,18.74216,19.19291,38.75023,25.74632,9.217058
38146,0,2486.211,52.24959,52.93842,37.86575,56.52563,57.5609,-3.126749,41.00661,76.27578,68.42828,76.27578,-1.400116,24.15826,18.70688,18.85237,34.26409,25.05098,9.378025
38147,0,2486.248,52.03751,52.5063,38.041,56.0197,57.02429,-6.347798,40.30173,72.77657,67.94653,72.77657,-1.442793,24.40744,18.73695,18.45611,32.66629,24.36986,9.383849
38148,0,2486.271,51.78054,52.10162,38.12224,55.25023,56.52874,-8.959756,39.48055,70.18819,67.42265,70.18819,-1.636499,24.59328,18.71188,18.01877,31.77319,23.98215,9.293542
38149,0,2486.291,51.53401,51.73358,38.16544,54.19387,56.10379,-10.96659,38.71653,68.53503,66.94038,68.53503,-1.87628,24.63885,18.67538,17.55723,34.00124,23.91862,9.23944
38150,0,2486.311,51.32775,51.44876,38.16458,52.43566,55.74696,-12.32523,38.07983,67.72793,66.58132,67.72793,-2.091344,24.53882,18.72742,17.193,41.14961,24.24105,9.244543
38151,0,2486.333,51.2499,51.38223,38.10361,51.03961,55.58909,-13.12552,37.61335,67.57261,66.41761,67.57261,-2.300527,24.45609,18.71965,16.88626,50.53716,24.54815,9.261704
38152,0,2486.356,51.19592,51.3796,38.03054,49.97696,55.51546,-13.35745,37.27621,67.57721,66.33186,67.57721,-2.422124,24.34772,18.71417,16.67919,59.77652,24.82373,9.267431
38153,0,2486.379,51.1843,51.47652,37.94267,49.15535,55.52574,-12.56263,37.12582,68.07723,66.32118,68.07723,-2.467597,24.1649,18.66415,16.5551,67.992,25.11935,9.248453
38154,0,2486.402,51.17745,51.5429,37.88388,48.59733,55.41879,-11.45325,37.18184,69.66908,66.31747,69.66908,-2.564375,23.82924,18.6333,16.57409,70.32913,25.57471,9.216228
38155,0,2486.426,51.23959,51.7218,37.82222,48.48639,55.4651,-9.978982,37.36112,72.61714,66.48229,72.61714,-2.655718,23.47849,18.69772,16.58772,70.65701,26.18174,9.20161
38156,0,2486.449,51.42069,52.19755,37.61577,48.66209,55.7499,-8.937163,37.83543,77.27853,67.07119,77.27853,-2.667998,23.13983,19.16241,16.79228,69.76805,26.90755,9.374147
38157,0,2486.473,51.6427,52.7214,37.38803,49.36238,56.07166,-7.829224,38.3512,81.20228,67.66833,81.20228,-2.633811,22.90015,19.55052,17.18452,63.58659,27.44763,9.58269
