Frame Index,TPose Value,Timestamp,Trunk LatBend R/L,Trunk F/E,Trunk Rot R/L,RShould F/E,LShould F/E,RShould Add/Abd,LShould Add/Abd,RHip F/E,LHip F/E,RHip Add/Abd,LHip Add/Abd,RHip Int/Ext Rot,LHip Int/Ext Rot,LElbow F/E,RElbow F/E,RKnee F/E,LKnee F/E,
76,0,797.825,0.1619255,1.950938,0.5891711,82.01167,-124.4537,-89.58798,91.96285,0.3921704,2.35027,0.3921704,-0.1780411,0.707962,0.2730103,0.05595291,0.4977152,0.6835691,0.01978234,
77,0,797.85,0.1678588,1.967122,0.6513204,83.60819,-125.1067,-89.65966,92.00623,0.3911712,2.362812,0.3911712,-0.1678588,0.682312,0.2099915,0.05595291,0.5055169,0.6918207,0.01978234,
78,0,797.875,0.1701742,1.986822,0.7146374,84.66897,-125.6662,-89.70893,92.03661,0.4054182,2.384252,0.4054182,-0.1678588,0.6601715,0.1490936,0.05934703,0.5169988,0.6991359,0.01978234,
79,0,797.9,0.1713202,2.006914,0.782347,85.45319,-125.7233,-89.74628,92.04436,0.409739,2.409972,0.409739,-0.1713202,0.6572571,0.1085663,0.05934703,0.5308178,0.7192771,0,
80,0,797.925,0.1619255,2.029412,0.848345,85.72272,-124.7375,-89.76073,92.02985,0.4233615,2.434376,0.4233615,-0.166689,0.6615143,0.08229065,0.06255726,0.5432066,0.7436213,0.01978234,
81,0,797.95,0.1545051,2.051472,0.9117159,86.00622,-123.9237,-89.77304,92.00483,0.4484978,2.4618,0.4484978,-0.1607126,0.6476898,0.07229614,0.05595291,0.5542608,0.7732905,0,
82,0,797.981,0.1493534,2.066964,0.9628648,86.09295,-123.3174,-89.778,91.97314,0.4592754,2.497949,0.4592754,-0.1582588,0.6506195,0.07159424,0.05934703,0.5654452,0.8064859,0,
83,0,798.004,0.14537,2.077731,1.003662,86.29018,-122.6416,-89.78706,91.92606,0.4673002,2.533814,0.4673002,-0.1594904,0.6526642,0.07949829,0.05595291,0.5828267,0.8339216,0,
84,0,798.027,0.1440177,2.091532,1.046424,86.45654,-121.8817,-89.79428,91.8758,0.4747775,2.582022,0.4747775,-0.1643245,0.6855774,0.1060181,0.05233916,0.5947903,0.8593453,0,
85,0,798.05,0.1266688,2.139271,1.086965,86.35236,-121.2666,-89.78542,91.84435,0.4985009,2.66631,0.4985009,-0.1607126,0.7253876,0.1476593,0.05233916,0.6071628,0.8771496,0,
86,0,798.075,0.1101434,2.189637,1.129346,86.38779,-120.7595,-89.78229,91.82513,0.5177552,2.750437,0.5177552,-0.1545051,0.7763519,0.2628326,0.05233916,0.6265134,0.8873522,0,
87,0,798.1,0.08846933,2.239745,1.157752,86.36816,-119.7724,-89.77448,91.78841,0.5370479,2.828193,0.5370479,-0.1370561,0.837204,0.3644409,0.04845664,0.6431577,0.8884541,0.01978234,
88,0,798.125,0.05934703,2.28559,1.162306,86.2916,-119.2197,-89.77053,91.77253,0.564406,2.895094,0.564406,-0.1119058,0.932251,0.4586487,0.04423466,0.6573014,0.8910931,0.01978234,
89,0,798.152,0.03956468,2.317733,-1.149269,86.24963,-118.7725,-89.76807,91.7591,0.575053,2.93198,0.575053,-0.1384764,1.021866,0.6085052,0.03956468,0.6673463,0.8950371,0.01978234,
90,0,798.177,0.02797646,2.340172,-1.122045,86.29539,-118.4163,-89.76941,91.74946,0.5777687,2.972363,0.5777687,-0.1724585,1.092987,0.7826691,0.03426402,0.6838553,0.8432553,0.02797646,
91,0,798.2,0,2.364551,-1.085524,85.93983,-118.1464,-89.74987,91.74605,0.5888388,3.029701,0.5888388,-0.1948336,1.13858,0.9780426,0.03956468,0.6996954,0.8016186,0.05934703,
92,0,798.225,-0.02797646,2.383759,-1.029456,85.54825,-118.0525,-89.73489,91.75182,0.605226,3.084198,0.605226,-0.2027088,1.170486,1.169342,0.03426402,0.7102429,0.7656615,0.07912937,
93,0,798.254,-0.05595291,2.399472,-0.9577706,85.30106,-117.8268,-89.72509,91.75098,0.6243232,3.132566,0.6243232,-0.1791368,1.205429,1.334702,0.03426402,0.7179157,0.7620752,0.09691329,
94,0,798.279,-0.07661668,2.425031,-0.881156,85.15495,-117.496,-89.72502,91.73892,0.6355062,3.189482,0.6355062,-0.1570175,1.255051,1.444153,0.03426402,0.719005,0.7699938,0.1083524,
95,0,798.304,-0.08846933,2.440719,-0.7979487,85.40792,-116.9703,-89.74278,91.71533,0.6373509,3.227314,0.6373509,-0.1467098,1.371628,1.520782,0.03956468,0.7203645,0.7625886,0.1282043,
96,0,798.327,-0.1027921,2.449605,-0.711069,85.71494,-116.6499,-89.76717,91.70498,0.644677,3.247512,0.644677,-0.1426525,1.453217,1.580719,0.03426402,0.708588,0.7595032,0.1467098,
97,0,798.35,-0.1219466,2.449525,-0.6255757,85.78956,-116.5201,-89.77432,91.70633,0.6599753,3.246728,0.6599753,-0.1153499,1.539719,1.654144,0.03956468,0.6968932,0.7556288,0.1619255,
98,0,798.377,-0.1384764,2.449445,-0.5385033,85.95631,-116.4611,-89.78419,91.70745,0.6720214,3.239907,0.6720214,-0.08156469,1.614944,1.707642,0.03426402,0.6878495,0.7566639,0.165511,
99,0,798.4,-0.1557664,2.422124,-0.4837596,85.94317,-116.2584,-89.77974,91.70681,0.687565,3.197513,0.687565,-0.02797646,1.667618,1.732513,0.03956468,0.6798376,0.770502,0.1845175,
100,0,798.425,-0.1678588,2.384088,-0.4405747,85.95057,-116.0638,-89.7802,91.7071,0.7066523,3.151073,0.7066523,0.03956468,1.706573,1.703766,0.03956468,0.6673463,0.7903101,0.20842,
101,0,798.45,-0.1735894,2.300867,-0.4347627,86.6309,-115.7308,-89.80865,91.70746,0.7233464,3.021743,0.7233464,0.1370561,1.733841,1.545212,0.04423466,0.6726035,0.8149337,0.1948336,
102,0,798.475,-0.1802258,2.227916,-0.4201138,87.46245,-115.5026,-89.84978,91.7047,0.7364823,2.916315,0.7364823,0.2055842,1.755035,1.434204,0.04845664,0.6844273,0.8492672,0.1897456,
103,0,798.5,-0.1938267,2.16003,-0.3961419,88.26039,-115.7551,-89.89309,91.71377,0.7666831,2.819112,0.7666831,0.2733977,1.767776,1.301926,0.05233916,0.7105184,0.8880135,0.2102893,
104,0,798.525,-0.220287,2.083281,-0.3716771,89.20734,-116.3424,-89.94905,91.73948,0.8185275,2.711011,0.8185275,0.3386196,1.768295,1.158966,0.05595291,0.7316842,0.9151434,0.220287,
105,0,798.55,-0.2390311,2.012756,-0.3669084,90.14905,-116.8557,-90.00999,91.75886,0.8634343,2.610221,0.8634343,0.3769049,1.766556,1.029495,0.05595291,0.7225344,0.9404523,0.2121421,
106,0,798.575,-0.2594432,1.938156,-0.3414966,90.73781,-117.8423,-90.04977,91.78242,0.9200482,2.52088,0.9200482,0.4005627,1.700302,0.9094849,0.05934703,0.7035998,0.9581792,0.2093567,
107,0,798.6,-0.2859903,1.885955,-0.3220336,91.07865,-118.9946,-90.07264,91.81245,0.9743798,2.458617,0.9743798,0.4233615,1.611954,0.8066101,0.05934703,0.6988559,0.9707584,0.20842,
108,0,798.625,-0.3189811,1.853825,-0.3214254,91.31963,-120.3292,-90.0882,91.84897,1.031924,2.419213,1.031924,0.4545648,1.506058,0.726181,0.06255726,0.7105184,0.9773876,0.2046302,
109,0,798.65,-0.3538778,1.835684,-0.339197,91.45382,-121.4382,-90.09458,91.87672,1.06936,2.396126,1.06936,0.4722982,1.364777,0.6761932,0.0656106,0.7273927,0.9755841,0.199792,
110,0,798.675,-0.3835945,1.821127,-0.3763854,91.619,-122.445,-90.10397,91.90492,1.097179,2.380226,1.097179,0.477244,1.267975,0.6621704,0.07401875,0.7499101,0.9765865,0.1968319,
111,0,798.704,-0.4083038,1.811213,-0.4210443,91.76891,-123.2724,-90.11189,91.92498,1.121172,2.367115,1.121172,0.4718838,1.200226,0.6922302,0.07661668,0.7646385,0.9833755,0.1948336,
112,0,798.727,-0.4247459,1.804285,-0.4706381,91.91122,-123.7465,-90.1212,91.93864,1.132115,2.358085,1.132115,0.4601268,1.154892,0.7636261,0.07912937,0.7778319,1.002687,0.1938267,
113,0,798.75,-0.4427898,1.801788,-0.5135812,92.10886,-123.9788,-90.1351,91.94373,1.117151,2.349437,1.117151,0.4571402,1.173477,0.8618622,0.08156469,0.8086666,0.9783881,0.1978235,
114,0,798.775,-0.4652019,1.804393,-0.5496522,92.08495,-124.6183,-90.13537,91.93443,1.104821,2.332968,1.104821,0.4805128,1.224258,1.001968,0.08846933,0.8311011,0.9569532,0.1845175,
115,0,798.8,-0.4889896,1.800159,-0.5924829,91.90098,-124.9263,-90.12642,91.93581,1.095394,2.310883,1.095394,0.5112901,1.322754,1.129425,0.08846933,0.8554656,0.9149297,0.1713202,
116,0,798.825,-0.5059038,1.801354,-0.6173896,91.78162,-124.5963,-90.12135,91.93496,1.08372,2.293113,1.08372,0.5410409,1.463043,1.239624,0.09065409,0.8726766,0.8684058,0.1532334,
117,0,798.85,-0.5135812,1.804068,-0.618656,91.58478,-124.1262,-90.11087,91.9295,1.077563,2.278643,1.077563,0.5682068,1.586441,1.381821,0.09065409,0.8853652,0.8213912,0.1370561,
118,0,798.875,-0.5135812,1.812078,-0.6058724,91.45571,-122.8061,-90.10284,91.8961,1.062936,2.274861,1.062936,0.5824909,1.691711,1.496033,0.08846933,0.8908735,0.7800927,0.1251145,
119,0,798.902,-0.513962,1.817469,-0.5712977,90.97404,-121.7411,-90.06851,91.86211,1.052577,2.276323,1.052577,0.5970887,1.782196,1.584381,0.09065409,0.9009206,0.7346201,0.1186941,
120,0,798.925,-0.5000685,1.837815,-0.5388666,90.72035,-120.0492,-90.05099,91.79008,1.038917,2.298399,1.038917,0.5947903,1.851822,1.650406,0.09065409,0.9080599,0.7033216,0.1136409,
121,0,798.95,-0.4825446,1.85604,-0.4933717,90.50674,-118.2788,-90.03571,91.70127,1.029456,2.317987,1.029456,0.5865081,1.900574,1.692444,0.09487279,0.9151434,0.6849989,0.1119058,
122,0,798.975,-0.4622481,1.87273,-0.4405747,90.27685,-116.5655,-90.01953,91.62698,1.020867,2.340172,1.020867,0.577091,1.934692,1.711365,0.09691329,0.9329317,0.6682253,0.1101434,
123,0,799,-0.4427898,1.901046,-0.3805216,89.99273,-115.3153,-89.99948,91.56782,1.008136,2.376523,1.008136,0.5640592,1.958572,1.716217,0.09487279,0.9446045,0.6567059,0.1203313,
124,0,799.025,-0.429328,1.922848,-0.3226406,89.70265,-114.5851,-89.97918,91.52885,1.005804,2.412651,1.005804,0.5503638,1.962708,1.715424,0.09691329,0.9520329,0.6507192,0.1341704,
125,0,799.054,-0.414487,1.942191,-0.2741124,89.51265,-114.03,-89.96598,91.50114,1.006582,2.4524,1.006582,0.533025,1.934113,1.698074,0.09065409,0.9642863,0.6549156,0.1519511,
126,0,799.079,-0.3976209,1.955647,-0.23239,89.45458,-113.7709,-89.96178,91.48235,1.000929,2.484513,1.000929,0.5147229,1.90361,1.675446,0.09065409,0.9807853,0.6561096,0.1678588,
127,0,799.103,-0.3861367,1.960944,-0.199792,89.44997,-113.6405,-89.9612,91.46771,0.9924868,2.50288,0.9924868,0.501241,1.875977,1.659607,0.08392937,0.9879416,0.646193,0.1758294,
128,0,799.127,-0.3779418,1.964534,-0.1758294,89.44326,-113.5891,-89.9606,91.45767,0.9737772,2.528168,0.9737772,0.4925778,1.875504,1.640121,0.08622923,0.992881,0.6333472,0.1928145,
129,0,799.15,-0.3571801,1.960944,-0.183454,89.65205,-113.201,-89.97519,91.43561,0.9439828,2.550138,0.9439828,0.4693892,1.883575,1.62439,0.08392937,0.9999508,0.6265134,0.2139789,
130,0,799.175,-0.3443497,1.958347,-0.1813082,89.74573,-112.763,-89.98171,91.41347,0.912574,2.586567,0.912574,0.4387946,1.906006,1.628082,0.07912937,0.9974037,0.6299395,0.2486604,
131,0,799.2,-0.3322025,1.956548,-0.1690205,89.79598,-112.4449,-89.98533,91.39403,0.8751395,2.626816,0.8751395,0.4063823,1.94899,1.64534,0.07912937,1.000733,0.628073,0.2790645,
132,0,799.225,-0.3146578,1.959346,-0.1678588,89.90923,-112.0097,-89.99335,91.37132,0.8230571,2.67591,0.8230571,0.373777,2.029419,1.667923,0.07401875,0.9942597,0.614212,0.3189811,
133,0,799.25,-0.3045456,1.969806,-0.1582588,89.96725,-111.6915,-89.99756,91.35684,0.7888232,2.737668,0.7888232,0.3414966,2.085739,1.698425,0.07401875,0.9891293,0.6045791,0.3663747,
134,0,799.277,-0.2980514,1.977046,-0.1440177,90.00807,-111.5211,-90.00061,91.35085,0.7579558,2.806027,0.7579558,0.3083766,2.158722,1.734467,0.07661668,0.9859589,0.6016592,0.4405747,
135,0,799.3,-0.2960753,1.981989,-0.1136409,89.78339,-111.4122,-89.98378,91.34863,0.7423044,2.853962,0.7423044,0.2880355,2.230804,1.759689,0.07912937,0.9725708,0.6023093,0.4933717,
136,0,799.325,-0.2866737,1.987413,-0.07661668,89.62306,-111.1799,-89.97194,91.3345,0.7246976,2.900026,0.7246976,0.2564087,2.295944,1.789932,0.07912937,0.9626616,0.6106976,0.5503638,
137,0,799.35,-0.276953,1.993313,-0.03426402,89.31793,-110.9304,-89.94988,91.32014,0.7265852,2.946898,0.7265852,0.2220564,2.364609,1.82579,0.08156469,0.9581792,0.64589,0.6032831,
138,0,799.375,-0.261696,1.995373,0,89.09387,-110.5857,-89.93343,91.30154,0.7195491,2.981897,0.7195491,0.1928145,2.412689,1.861374,0.07912937,0.9458466,0.6688108,0.6531205,
139,0,799.4,-0.2446942,1.992527,-0.01978234,88.85193,-110.3844,-89.91553,91.29092,0.7162784,2.995847,0.7162784,0.1780411,2.452637,1.896759,0.07912937,0.9272513,0.6869956,0.6935157,
140,0,799.425,-0.2272819,1.98416,-0.06255726,88.77509,-110.4681,-89.90941,91.28898,0.7154584,2.999374,0.7154584,0.1619255,2.501572,1.921539,0.07912937,0.9159984,0.7041557,0.7241574,
141,0,799.45,-0.2211734,1.971991,-0.1219466,88.53867,-110.684,-89.89083,91.29267,0.7335538,2.99127,0.7335538,0.1557664,2.535828,1.936783,0.07912937,0.9261956,0.7284679,0.7412493,
142,0,799.477,-0.2167048,1.963338,-0.1724585,88.16016,-110.7344,-89.86337,91.29277,0.7566639,2.983538,0.7566639,0.1506579,2.553513,1.945343,0.07661668,0.9312522,0.758472,0.7530347,
143,0,799.503,-0.220287,1.955147,-0.2281412,87.67727,-110.8575,-89.82764,91.29533,0.8006416,2.975983,0.8006416,0.1557664,2.534409,1.95134,0.08156469,0.9261956,0.7753122,0.7615615,
144,0,799.527,-0.2246844,1.943098,-0.2776587,87.28838,-111.0955,-89.79958,91.30019,0.8329825,2.962203,0.8329825,0.1594904,2.521042,1.955551,0.08622923,0.922597,0.7873334,0.7674484,
145,0,799.55,-0.2158,1.928337,-0.3064671,87.01142,-111.0788,-89.7821,91.29134,0.8666012,2.942178,0.8666012,0.1570175,2.469711,1.9375,0.08846933,0.906766,0.8122882,0.7671934,
146,0,799.575,-0.1988102,1.922441,-0.3171355,86.72209,-111.041,-89.76492,91.28481,0.8895546,2.932381,0.8895546,0.1467098,2.362427,1.910187,0.08846933,0.8910931,0.8566085,0.7671934,
147,0,799.602,-0.1855749,1.918263,-0.3183671,86.52421,-112.102,-89.75186,91.32455,0.8974388,2.935983,0.8974388,0.1356209,2.274765,1.849106,0.09278741,0.8899944,0.8921905,0.7732905,
148,0,799.627,-0.1607126,1.917549,-0.3039024,86.37561,-112.8945,-89.74257,91.35437,0.8780415,2.947031,0.8780415,0.1065312,2.209213,1.789566,0.09487279,0.8959111,0.923233,0.7838463,
149,0,799.65,-0.1356209,1.91295,-0.2811602,86.26166,-113.3787,-89.73704,91.36922,0.8517979,2.956779,0.8517979,0.06852804,2.159134,1.741592,0.1008706,0.9028733,0.9446045,0.7977034,
150,0,799.675,-0.1083524,1.90557,-0.2548778,86.29559,-113.6018,-89.74126,91.37147,0.8254311,2.95936,0.8254311,0.01978234,2.105194,1.708008,0.1046783,0.9074132,0.9636774,0.8011303,
151,0,799.7,-0.08392937,1.879407,-0.2211734,86.37258,-113.959,-89.74586,91.3828,0.7962303,2.940248,0.7962303,0,2.067444,1.684509,0.1046783,0.9037398,0.9769872,0.7828471,
152,0,799.725,-0.0656106,1.84642,-0.1780411,85.99181,-114.1587,-89.72434,91.39715,0.774302,2.910066,0.774302,-0.03956468,2.043106,1.668045,0.1065312,0.8902143,0.9863558,0.7618184,
153,0,799.75,-0.05934703,1.819191,-0.1412742,85.41163,-115.1124,-89.69273,91.44614,0.7820969,2.874329,0.7820969,-0.03426402,2.021881,1.635544,0.1119058,0.8762568,0.9991678,0.7343537,
154,0,799.775,-0.06852804,1.80005,-0.1186941,84.73373,-116.0255,-89.65237,91.49123,0.8325126,2.8409,0.8325126,0,1.956619,1.570831,0.1136409,0.8600281,1.020675,0.7024865,
155,0,799.8,-0.06852804,1.790894,-0.09065409,83.53411,-117.4455,-89.57946,91.54923,0.8813781,2.806864,0.8813781,0.03426402,1.871063,1.475189,0.1153499,0.8256681,1.054805,0.6567059,
156,0,799.825,-0.07401875,1.78235,-0.08156469,82.03845,-118.8883,-89.49156,91.60136,0.923021,2.766262,0.923021,0.05233916,1.741943,1.355774,0.1170339,0.7883269,1.105707,0.6100564,
157,0,799.85,-0.08156469,1.77001,-0.08846933,80.27061,-120.7413,-89.3927,91.65471,0.9640834,2.71065,0.9640834,0.06852804,1.6306,1.238602,0.1170339,0.7558876,1.166004,0.5542608,
158,0,799.875,-0.1046783,1.746525,-0.1619255,77.88993,-123.3799,-89.27555,91.71436,1.026792,2.663078,1.026792,0.1065312,1.519073,1.131409,0.1119058,0.729005,1.219007,0.5173771,
159,0,799.9,-0.1266688,1.723855,-0.2007689,75.46812,-126.3039,-89.15173,91.7869,1.064041,2.642344,1.064041,0.1493534,1.344513,0.8948059,0.1153499,0.721179,1.284966,0.5047422,
160,0,799.925,-0.1426525,1.705824,-0.2007689,73.529,-128.9757,-89.062,91.83681,1.091457,2.625697,1.091457,0.1813082,1.222321,0.7291718,0.1235407,0.7154584,1.343338,0.4857778,
161,0,799.95,-0.1532334,1.691307,-0.1690205,72.06639,-131.6611,-88.99886,91.86708,1.104999,2.608045,1.104999,0.183454,1.111603,0.5712738,0.1312212,0.711894,1.400675,0.468137,
162,0,799.977,-0.1594904,1.68121,-0.1065312,71.21033,-133.659,-88.9556,91.88821,1.109241,2.598119,1.109241,0.1557664,1.00264,0.4397583,0.1426525,0.6708556,1.446721,0.4519747,
163,0,800,-0.1582588,1.668005,-0.01978234,70.98363,-135.02,-88.9287,91.89893,1.095573,2.587021,1.095573,0.1297215,0.9074707,0.347702,0.1412742,0.6434618,1.483189,0.4445539,
164,0,800.025,-0.1631294,1.635781,-0.07401875,71.4553,-134.1906,-88.92122,91.87318,1.06091,2.556195,1.06091,0.1153499,0.8576355,0.2832489,0.1467098,0.6546168,1.502329,0.4419051,
165,0,800.05,-0.1690205,1.604984,-0.1907741,71.97778,-133.6397,-88.91847,91.86159,1.041738,2.524295,1.041738,0.1065312,0.8227539,0.2507324,0.1493534,0.6691033,1.509865,0.4256662,
166,0,800.084,-0.1802258,1.568977,-0.3195939,72.70992,-133.3035,-88.91769,91.83578,1.032493,2.486876,1.032493,0.1341704,0.8193207,0.1923065,0.1440177,0.6734757,1.504282,0.4102162,
167,0,800.107,-0.1855749,1.539641,-0.4365593,74.17614,-132.7449,-88.95321,91.81524,1.028125,2.431319,1.028125,0.1594904,0.8378906,0.1010437,0.1412742,0.6952065,1.498286,0.3986039,
168,0,800.131,-0.1823843,1.521228,-0.5403171,75.24894,-132.4465,-88.98469,91.79077,1.016256,2.390073,1.016256,0.1769387,0.8844757,0.02038574,0.1412742,0.7099674,1.495671,0.393167,
169,0,800.154,-0.1735894,1.512455,-0.6236961,76.26385,-131.8721,-89.02059,91.75656,1.00132,2.359081,1.00132,0.1845175,0.9170837,0.05075073,0.1467098,0.7203645,1.499852,0.3851218,
170,0,800.179,-0.1758294,1.510643,-0.6705639,76.71604,-131.9317,-89.04431,91.74141,0.998776,2.322458,0.998776,0.2065338,0.9399109,0.1278381,0.1519511,0.7187329,1.506622,0.3599087,
171,0,800.212,-0.1780411,1.509347,-0.7173703,77.27243,-132.8753,-89.08541,91.76488,1.001515,2.280189,1.001515,0.2167048,0.9537811,0.16922,0.1594904,0.7179157,1.538242,0.324455,
172,0,800.237,-0.1780411,1.506492,-0.7602757,77.54771,-133.2493,-89.11879,91.78292,1.010269,2.233882,1.010269,0.2148914,0.9425201,0.1813965,0.165511,0.711894,1.564981,0.2414744,
173,0,800.26,-0.1780411,1.506492,-0.7999081,77.77263,-133.395,-89.14252,91.7953,1.017218,2.183551,1.017218,0.1758294,0.915741,0.1564026,0.1802258,0.7072059,1.596181,0.1631294,
